A01_000000.jpg,A01.png,backg1.png,100,0,448,28,1024,1024
A01_000001.jpg,A01.png,backg2.png,100,0,448,28,1024,1024
A01_000002.jpg,A01.png,backg3.png,100,0,448,28,1024,1024
A01_000003.jpg,A01.png,noise_rgb.png,100,0,448,28,1024,1024
A01_000004.jpg,A01.png,white.png,100,0,448,28,1024,1024
A02_000127.jpg,A02.png,white.png,apple,0.25,3,0,412,256,256
A02_000128.jpg,A02.png,white.png,apple,0.25,4,832,0,256,256
A02_000129.jpg,A02.png,white.png,apple,0.25,5,298,470,256,256
A02_000130.jpg,A02.png,backg1.png,apple,0.125,0,896,476,128,128
A02_000131.jpg,A02.png,backg1.png,apple,0.125,1,0,0,128,128
A02_000132.jpg,A02.png,backg1.png,apple,0.125,2,1792,952,128,128
A02_000133.jpg,A02.png,backg1.png,apple,0.125,3,0,476,128,128
A02_000134.jpg,A02.png,backg1.png,apple,0.125,4,896,0,128,128
A02_000135.jpg,A02.png,backg1.png,apple,0.125,5,1064,435,128,128
A02_000136.jpg,A02.png,backg2.png,apple,0.125,0,896,476,128,128
A02_000137.jpg,A02.png,backg2.png,apple,0.125,1,0,0,128,128
A02_000138.jpg,A02.png,backg2.png,apple,0.125,2,1792,952,128,128
A02_000139.jpg,A02.png,backg2.png,apple,0.125,3,0,476,128,128
A02_000140.jpg,A02.png,backg2.png,apple,0.125,4,896,0,128,128
A02_000141.jpg,A02.png,backg2.png,apple,0.125,5,1064,435,128,128
A02_000142.jpg,A02.png,backg3.png,apple,0.125,0,896,476,128,128
A02_000143.jpg,A02.png,backg3.png,apple,0.125,1,0,0,128,128
A02_000144.jpg,A02.png,backg3.png,apple,0.125,2,1792,952,128,128
A02_000145.jpg,A02.png,backg3.png,apple,0.125,3,0,476,128,128
A02_000146.jpg,A02.png,backg3.png,apple,0.125,4,896,0,128,128
A02_000147.jpg,A02.png,backg3.png,apple,0.125,5,1064,435,128,128
A02_000148.jpg,A02.png,noise_rgb.png,apple,0.125,0,896,476,128,128
A02_000149.jpg,A02.png,noise_rgb.png,apple,0.125,1,0,0,128,128
A02_000150.jpg,A02.png,noise_rgb.png,apple,0.125,2,1792,952,128,128
A02_000151.jpg,A02.png,noise_rgb.png,apple,0.125,3,0,476,128,128
A02_000152.jpg,A02.png,noise_rgb.png,apple,0.125,4,896,0,128,128
A02_000153.jpg,A02.png,noise_rgb.png,apple,0.125,5,1064,435,128,128
A02_000154.jpg,A02.png,white.png,apple,0.125,0,896,476,128,128
A02_000155.jpg,A02.png,white.png,apple,0.125,1,0,0,128,128
A02_000156.jpg,A02.png,white.png,apple,0.125,2,1792,952,128,128
A02_000157.jpg,A02.png,white.png,apple,0.125,3,0,476,128,128
A02_000158.jpg,A02.png,white.png,apple,0.125,4,896,0,128,128
A02_000159.jpg,A02.png,white.png,apple,0.125,5,1064,435,128,128
A02_000160.jpg,A02.png,backg1.png,apple,0.0725,0,923,503,74,74
A02_000161.jpg,A02.png,backg1.png,apple,0.0725,1,0,0,74,74
A02_000162.jpg,A02.png,backg1.png,apple,0.0725,2,1846,1006,74,74
A02_000163.jpg,A02.png,backg1.png,apple,0.0725,3,0,503,74,74
A02_000164.jpg,A02.png,backg1.png,apple,0.0725,4,923,0,74,74
A02_000165.jpg,A02.png,backg1.png,apple,0.0725,5,250,516,74,74
A02_000166.jpg,A02.png,backg2.png,apple,0.0725,0,923,503,74,74
A02_000167.jpg,A02.png,backg2.png,apple,0.0725,1,0,0,74,74
A02_000168.jpg,A02.png,backg2.png,apple,0.0725,2,1846,1006,74,74
A02_000169.jpg,A02.png,backg2.png,apple,0.0725,3,0,503,74,74
A02_000170.jpg,A02.png,backg2.png,apple,0.0725,4,923,0,74,74
A02_000171.jpg,A02.png,backg2.png,apple,0.0725,5,250,516,74,74
A02_000172.jpg,A02.png,backg3.png,apple,0.0725,0,923,503,74,74
A02_000173.jpg,A02.png,backg3.png,apple,0.0725,1,0,0,74,74
A02_000174.jpg,A02.png,backg3.png,apple,0.0725,2,1846,1006,74,74
A02_000175.jpg,A02.png,backg3.png,apple,0.0725,3,0,503,74,74
A02_000176.jpg,A02.png,backg3.png,apple,0.0725,4,923,0,74,74
A02_000177.jpg,A02.png,backg3.png,apple,0.0725,5,250,516,74,74
A02_000178.jpg,A02.png,noise_rgb.png,apple,0.0725,0,923,503,74,74
A02_000179.jpg,A02.png,noise_rgb.png,apple,0.0725,1,0,0,74,74
A02_000180.jpg,A02.png,noise_rgb.png,apple,0.0725,2,1846,1006,74,74
A02_000181.jpg,A02.png,noise_rgb.png,apple,0.0725,3,0,503,74,74
A02_000182.jpg,A02.png,noise_rgb.png,apple,0.0725,4,923,0,74,74
A02_000183.jpg,A02.png,noise_rgb.png,apple,0.0725,5,250,516,74,74
A02_000184.jpg,A02.png,white.png,apple,0.0725,0,923,503,74,74
A02_000185.jpg,A02.png,white.png,apple,0.0725,1,0,0,74,74
A02_000186.jpg,A02.png,white.png,apple,0.0725,2,1846,1006,74,74
A02_000187.jpg,A02.png,white.png,apple,0.0725,3,0,503,74,74
A02_000188.jpg,A02.png,white.png,apple,0.0725,4,923,0,74,74
A02_000189.jpg,A02.png,white.png,apple,0.0725,5,250,516,74,74
A03_000190.jpg,A03.png,backg1.png,100,0,448,28,1024,1024
A03_000191.jpg,A03.png,backg2.png,100,0,448,28,1024,1024
A03_000192.jpg,A03.png,backg3.png,100,0,448,28,1024,1024
A03_000193.jpg,A03.png,noise_rgb.png,100,0,448,28,1024,1024
A03_000194.jpg,A03.png,white.png,100,0,448,28,1024,1024
A03_000195.jpg,A03.png,backg1.png,apple,0.25,0,832,412,256,256
A03_000196.jpg,A03.png,backg1.png,apple,0.25,1,0,0,256,256
A03_000197.jpg,A03.png,backg1.png,apple,0.25,2,1664,824,256,256
A03_000198.jpg,A03.png,backg1.png,apple,0.25,3,0,412,256,256
A03_000199.jpg,A03.png,backg1.png,apple,0.25,4,832,0,256,256
A03_000200.jpg,A03.png,backg1.png,apple,0.25,5,1219,405,256,256
A03_000201.jpg,A03.png,backg2.png,apple,0.25,0,832,412,256,256
A03_000202.jpg,A03.png,backg2.png,apple,0.25,1,0,0,256,256
A03_000203.jpg,A03.png,backg2.png,apple,0.25,2,1664,824,256,256
A03_000204.jpg,A03.png,backg2.png,apple,0.25,3,0,412,256,256
A03_000205.jpg,A03.png,backg2.png,apple,0.25,4,832,0,256,256
A03_000206.jpg,A03.png,backg2.png,apple,0.25,5,1219,405,256,256
A03_000207.jpg,A03.png,backg3.png,apple,0.25,0,832,412,256,256
A03_000208.jpg,A03.png,backg3.png,apple,0.25,1,0,0,256,256
A03_000209.jpg,A03.png,backg3.png,apple,0.25,2,1664,824,256,256
A03_000210.jpg,A03.png,backg3.png,apple,0.25,3,0,412,256,256
A03_000211.jpg,A03.png,backg3.png,apple,0.25,4,832,0,256,256
A03_000212.jpg,A03.png,backg3.png,apple,0.25,5,1219,405,256,256
A03_000213.jpg,A03.png,noise_rgb.png,apple,0.25,0,832,412,256,256
A03_000214.jpg,A03.png,noise_rgb.png,apple,0.25,1,0,0,256,256
A03_000215.jpg,A03.png,noise_rgb.png,apple,0.25,2,1664,824,256,256
A03_000216.jpg,A03.png,noise_rgb.png,apple,0.25,3,0,412,256,256
A03_000217.jpg,A03.png,noise_rgb.png,apple,0.25,4,832,0,256,256
A03_000218.jpg,A03.png,noise_rgb.png,apple,0.25,5,1219,405,256,256
A03_000219.jpg,A03.png,white.png,apple,0.25,0,832,412,256,256
A03_000220.jpg,A03.png,white.png,apple,0.25,1,0,0,256,256
A03_000221.jpg,A03.png,white.png,apple,0.25,2,1664,824,256,256
A03_000222.jpg,A03.png,white.png,apple,0.25,3,0,412,256,256
A03_000223.jpg,A03.png,white.png,apple,0.25,4,832,0,256,256
A03_000224.jpg,A03.png,white.png,apple,0.25,5,1219,405,256,256
A03_000225.jpg,A03.png,backg1.png,apple,0.125,0,896,476,128,128
A03_000226.jpg,A03.png,backg1.png,apple,0.125,1,0,0,128,128
A03_000227.jpg,A03.png,backg1.png,apple,0.125,2,1792,952,128,128
A03_000228.jpg,A03.png,backg1.png,apple,0.125,3,0,476,128,128
A03_000229.jpg,A03.png,backg1.png,apple,0.125,4,896,0,128,128
A03_000230.jpg,A03.png,backg1.png,apple,0.125,5,1433,922,128,128
A03_000231.jpg,A03.png,backg2.png,apple,0.125,0,896,476,128,128
A03_000232.jpg,A03.png,backg2.png,apple,0.125,1,0,0,128,128
A03_000233.jpg,A03.png,backg2.png,apple,0.125,2,1792,952,128,128
A03_000234.jpg,A03.png,backg2.png,apple,0.125,3,0,476,128,128
A03_000235.jpg,A03.png,backg2.png,apple,0.125,4,896,0,128,128
A03_000236.jpg,A03.png,backg2.png,apple,0.125,5,1433,922,128,128
A03_000237.jpg,A03.png,backg3.png,apple,0.125,0,896,476,128,128
A03_000238.jpg,A03.png,backg3.png,apple,0.125,1,0,0,128,128
A03_000239.jpg,A03.png,backg3.png,apple,0.125,2,1792,952,128,128
A03_000240.jpg,A03.png,backg3.png,apple,0.125,3,0,476,128,128
A03_000241.jpg,A03.png,backg3.png,apple,0.125,4,896,0,128,128
A03_000242.jpg,A03.png,backg3.png,apple,0.125,5,1433,922,128,128
A03_000243.jpg,A03.png,noise_rgb.png,apple,0.125,0,896,476,128,128
A03_000244.jpg,A03.png,noise_rgb.png,apple,0.125,1,0,0,128,128
A03_000245.jpg,A03.png,noise_rgb.png,apple,0.125,2,1792,952,128,128
A03_000246.jpg,A03.png,noise_rgb.png,apple,0.125,3,0,476,128,128
A03_000247.jpg,A03.png,noise_rgb.png,apple,0.125,4,896,0,128,128
A03_000248.jpg,A03.png,noise_rgb.png,apple,0.125,5,1433,922,128,128
A03_000249.jpg,A03.png,white.png,apple,0.125,0,896,476,128,128
A03_000250.jpg,A03.png,white.png,apple,0.125,1,0,0,128,128
A03_000251.jpg,A03.png,white.png,apple,0.125,2,1792,952,128,128
A03_000252.jpg,A03.png,white.png,apple,0.125,3,0,476,128,128
A03_000253.jpg,A03.png,white.png,apple,0.125,4,896,0,128,128
A03_000254.jpg,A03.png,white.png,apple,0.125,5,1433,922,128,128
A03_000255.jpg,A03.png,backg1.png,apple,0.0725,0,923,503,74,74
A03_000256.jpg,A03.png,backg1.png,apple,0.0725,1,0,0,74,74
A03_000257.jpg,A03.png,backg1.png,apple,0.0725,2,1846,1006,74,74
A03_000258.jpg,A03.png,backg1.png,apple,0.0725,3,0,503,74,74
A03_000259.jpg,A03.png,backg1.png,apple,0.0725,4,923,0,74,74
A03_000260.jpg,A03.png,backg1.png,apple,0.0725,5,113,332,74,74
A03_000261.jpg,A03.png,backg2.png,apple,0.0725,0,923,503,74,74
A03_000262.jpg,A03.png,backg2.png,apple,0.0725,1,0,0,74,74
A03_000263.jpg,A03.png,backg2.png,apple,0.0725,2,1846,1006,74,74
A03_000264.jpg,A03.png,backg2.png,apple,0.0725,3,0,503,74,74
A03_000265.jpg,A03.png,backg2.png,apple,0.0725,4,923,0,74,74
A03_000266.jpg,A03.png,backg2.png,apple,0.0725,5,113,332,74,74
A03_000267.jpg,A03.png,backg3.png,apple,0.0725,0,923,503,74,74
A03_000268.jpg,A03.png,backg3.png,apple,0.0725,1,0,0,74,74
A03_000269.jpg,A03.png,backg3.png,apple,0.0725,2,1846,1006,74,74
A03_000270.jpg,A03.png,backg3.png,apple,0.0725,3,0,503,74,74
A03_000271.jpg,A03.png,backg3.png,apple,0.0725,4,923,0,74,74
A03_000272.jpg,A03.png,backg3.png,apple,0.0725,5,113,332,74,74
A03_000273.jpg,A03.png,noise_rgb.png,apple,0.0725,0,923,503,74,74
A03_000274.jpg,A03.png,noise_rgb.png,apple,0.0725,1,0,0,74,74
A03_000275.jpg,A03.png,noise_rgb.png,apple,0.0725,2,1846,1006,74,74
A03_000276.jpg,A03.png,noise_rgb.png,apple,0.0725,3,0,503,74,74
A03_000277.jpg,A03.png,noise_rgb.png,apple,0.0725,4,923,0,74,74
A03_000278.jpg,A03.png,noise_rgb.png,apple,0.0725,5,113,332,74,74
A03_000279.jpg,A03.png,white.png,apple,0.0725,0,923,503,74,74
A03_000280.jpg,A03.png,white.png,apple,0.0725,1,0,0,74,74
A03_000281.jpg,A03.png,white.png,apple,0.0725,2,1846,1006,74,74
A03_000282.jpg,A03.png,white.png,apple,0.0725,3,0,503,74,74
A03_000283.jpg,A03.png,white.png,apple,0.0725,4,923,0,74,74
A03_000284.jpg,A03.png,white.png,apple,0.0725,5,113,332,74,74
A04_000285.jpg,A04.png,backg1.png,100,0,448,28,1024,1024
A04_000286.jpg,A04.png,backg2.png,100,0,448,28,1024,1024
A04_000287.jpg,A04.png,backg3.png,100,0,448,28,1024,1024
A04_000288.jpg,A04.png,noise_rgb.png,100,0,448,28,1024,1024
A04_000289.jpg,A04.png,white.png,100,0,448,28,1024,1024
A04_000290.jpg,A04.png,backg1.png,apple,0.25,0,832,412,256,256
A04_000291.jpg,A04.png,backg1.png,apple,0.25,1,0,0,256,256
A04_000292.jpg,A04.png,backg1.png,apple,0.25,2,1664,824,256,256
A04_000293.jpg,A04.png,backg1.png,apple,0.25,3,0,412,256,256
A04_000294.jpg,A04.png,backg1.png,apple,0.25,4,832,0,256,256
A04_000295.jpg,A04.png,backg1.png,apple,0.25,5,1111,346,256,256
A04_000296.jpg,A04.png,backg2.png,apple,0.25,0,832,412,256,256
A04_000297.jpg,A04.png,backg2.png,apple,0.25,1,0,0,256,256
A04_000298.jpg,A04.png,backg2.png,apple,0.25,2,1664,824,256,256
A04_000299.jpg,A04.png,backg2.png,apple,0.25,3,0,412,256,256
A04_000300.jpg,A04.png,backg2.png,apple,0.25,4,832,0,256,256
A04_000301.jpg,A04.png,backg2.png,apple,0.25,5,1111,346,256,256
A04_000302.jpg,A04.png,backg3.png,apple,0.25,0,832,412,256,256
A04_000303.jpg,A04.png,backg3.png,apple,0.25,1,0,0,256,256
A04_000304.jpg,A04.png,backg3.png,apple,0.25,2,1664,824,256,256
A04_000305.jpg,A04.png,backg3.png,apple,0.25,3,0,412,256,256
A04_000306.jpg,A04.png,backg3.png,apple,0.25,4,832,0,256,256
A04_000307.jpg,A04.png,backg3.png,apple,0.25,5,1111,346,256,256
A04_000308.jpg,A04.png,noise_rgb.png,apple,0.25,0,832,412,256,256
A04_000309.jpg,A04.png,noise_rgb.png,apple,0.25,1,0,0,256,256
A04_000310.jpg,A04.png,noise_rgb.png,apple,0.25,2,1664,824,256,256
A04_000311.jpg,A04.png,noise_rgb.png,apple,0.25,3,0,412,256,256
A04_000312.jpg,A04.png,noise_rgb.png,apple,0.25,4,832,0,256,256
A04_000313.jpg,A04.png,noise_rgb.png,apple,0.25,5,1111,346,256,256
A04_000314.jpg,A04.png,white.png,apple,0.25,0,832,412,256,256
A04_000315.jpg,A04.png,white.png,apple,0.25,1,0,0,256,256
A04_000316.jpg,A04.png,white.png,apple,0.25,2,1664,824,256,256
A04_000317.jpg,A04.png,white.png,apple,0.25,3,0,412,256,256
A04_000318.jpg,A04.png,white.png,apple,0.25,4,832,0,256,256
A04_000319.jpg,A04.png,white.png,apple,0.25,5,1111,346,256,256
A04_000320.jpg,A04.png,backg1.png,apple,0.125,0,896,476,128,128
A04_000321.jpg,A04.png,backg1.png,apple,0.125,1,0,0,128,128
A04_000322.jpg,A04.png,backg1.png,apple,0.125,2,1792,952,128,128
A04_000323.jpg,A04.png,backg1.png,apple,0.125,3,0,476,128,128
A04_000324.jpg,A04.png,backg1.png,apple,0.125,4,896,0,128,128
A04_000325.jpg,A04.png,backg1.png,apple,0.125,5,912,522,128,128
A04_000326.jpg,A04.png,backg2.png,apple,0.125,0,896,476,128,128
A04_000327.jpg,A04.png,backg2.png,apple,0.125,1,0,0,128,128
A04_000328.jpg,A04.png,backg2.png,apple,0.125,2,1792,952,128,128
A04_000329.jpg,A04.png,backg2.png,apple,0.125,3,0,476,128,128
A04_000330.jpg,A04.png,backg2.png,apple,0.125,4,896,0,128,128
A04_000331.jpg,A04.png,backg2.png,apple,0.125,5,912,522,128,128
A04_000332.jpg,A04.png,backg3.png,apple,0.125,0,896,476,128,128
A04_000333.jpg,A04.png,backg3.png,apple,0.125,1,0,0,128,128
A04_000334.jpg,A04.png,backg3.png,apple,0.125,2,1792,952,128,128
A04_000335.jpg,A04.png,backg3.png,apple,0.125,3,0,476,128,128
A04_000336.jpg,A04.png,backg3.png,apple,0.125,4,896,0,128,128
A04_000337.jpg,A04.png,backg3.png,apple,0.125,5,912,522,128,128
A04_000338.jpg,A04.png,noise_rgb.png,apple,0.125,0,896,476,128,128
A04_000339.jpg,A04.png,noise_rgb.png,apple,0.125,1,0,0,128,128
A04_000340.jpg,A04.png,noise_rgb.png,apple,0.125,2,1792,952,128,128
A04_000341.jpg,A04.png,noise_rgb.png,apple,0.125,3,0,476,128,128
A04_000342.jpg,A04.png,noise_rgb.png,apple,0.125,4,896,0,128,128
A04_000343.jpg,A04.png,noise_rgb.png,apple,0.125,5,912,522,128,128
A04_000344.jpg,A04.png,white.png,apple,0.125,0,896,476,128,128
A04_000345.jpg,A04.png,white.png,apple,0.125,1,0,0,128,128
A04_000346.jpg,A04.png,white.png,apple,0.125,2,1792,952,128,128
A04_000347.jpg,A04.png,white.png,apple,0.125,3,0,476,128,128
A04_000348.jpg,A04.png,white.png,apple,0.125,4,896,0,128,128
A04_000349.jpg,A04.png,white.png,apple,0.125,5,912,522,128,128
A04_000350.jpg,A04.png,backg1.png,apple,0.0725,0,923,503,74,74
A04_000351.jpg,A04.png,backg1.png,apple,0.0725,1,0,0,74,74
A04_000352.jpg,A04.png,backg1.png,apple,0.0725,2,1846,1006,74,74
A04_000353.jpg,A04.png,backg1.png,apple,0.0725,3,0,503,74,74
A04_000354.jpg,A04.png,backg1.png,apple,0.0725,4,923,0,74,74
A04_000355.jpg,A04.png,backg1.png,apple,0.0725,5,1822,371,74,74
A04_000356.jpg,A04.png,backg2.png,apple,0.0725,0,923,503,74,74
A04_000357.jpg,A04.png,backg2.png,apple,0.0725,1,0,0,74,74
